title,brand,price/currency,price/value,stars,reviewsCount,StarsCategory
"Gucci GG 0010 S- 001 BLACK/GREY Sunglasses,male, 58-16-145",Gucci,$,195.0,4.6,786.0,2
DUCO Men's Sports Polarized Driving Carbon Fiber Sunglasses for Men UV400 Protection DC8277,DUCO,$,35.0,4.4,3229.0,2
Ray-Ban RB3364 Metal Polarized Rectangular Sunglasses,Ray-Ban,$,0.007,4.5,1019.0,2
STORYCOAST Polarized Sports Sunglasses for Men Women Unbreakable Frame Cycling Fishing Driving,STORYCOAST,$,20.997259999999997,4.4,5480.0,2
Fayoh Naomi Rectangular Sunglasses Classic Retro Metal Frame Small Size UV400 UV Protection For Men And Women,Fayoh,$,20.997259999999997,4.3,24.0,1
ShadyVEU Super Dark Black Sunglasses UV Protection Lens Spring Hinge 80s Vintage Retro Inspired Shades,ShadyVEU,$,20.997259999999997,4.4,1527.0,2
SHEEN KELLY Retro Thick Rectangle Chunky Sunglasses Women Men Trendy Square Black Shades Tortie Frame Fashion 90s Glasses,SHEEN KELLY,$,20.997259999999997,4.6,693.0,2
Lacoste Men's L177s Aviator Sunglasses,Lacoste,$,20.997259999999997,4.5,362.0,2
Nitrogen Men's Rectangular Sports Wrap 65mm Polarized Sunglasses,Nitrogen,$,20.997259999999997,4.2,4044.0,1
Ray-Ban RB2140 Original Wayfarer Polarized Square Sunglasses,Ray-Ban,$,20.997259999999997,4.4,2625.0,2
Pro Acme Small Round Polarized Sunglasses for Men Women Circle Retro Shades Metal Hippie Sunglasses UV400,Pro Acme,$,20.997259999999997,4.4,4601.0,2
SA106 Oversize Large Thin Plastic Racer Mens Sport Sunglasses,SA106,$,20.997259999999997,4.3,1910.0,1
TIANYESY Polarized Sunglasses Men Womens Trendy Retro Sports Rectangular Wrap Around Vintage Shot Shield,TIANYESY,$,20.997259999999997,4.3,825.0,1
"LINVO Polarized Sunglasses for Men and Women,Driving Fishing Golf HD UV400 Shades",LINVO,$,13.98,4.3,2101.0,1
Oakley Men's Sutro Rectangular Sunglasses,Oakley,$,20.997259999999997,4.7,5437.0,2
SIPLION Men's Polarized Sunglasses Sports Glasses for Cycling Fishing Golf TR90 Superlight Frame,SIPLION,$,20.997259999999997,4.2,8635.0,1
BIRCEN Mens Polarized Sunglasses UV-Protection: Carbon Fiber Sport Black Shades for Men Driving Fishing,BIRCEN,$,20.997259999999997,4.4,3597.0,2
Ray-Ban Men's RB3519 Aviator Sunglasses,Ray-Ban,$,20.997259999999997,4.5,900.0,2
SOJOS Polarized Sunglasses for Men Women Retro Aviator Square Goggle Classic Alloy Frame HERO SJ1126,SOJOS,$,20.997259999999997,4.4,5748.0,2
"Luxtude Sunglasses Fit Over Glasses for Men & Women,Wrap Around Sunglasses Polarized for Day & Night, 100% UV Protection",Luxtude,$,19.99,4.5,486.0,2
"URUMQI Polarized Sunglasses Fit Over Glasses for Men Women, Oversized Square Sun Glasses UV400 Protection Shades",URUMQI,$,20.997259999999997,4.3,810.0,1
"BluBlocker, Demi-Tortoise Original Aviator Sunglasses with Scratch Resistant Lens | Blocks 100% of Blue Light and UVA & UVB Rays | Retro | Gender Neutral - for Men, Women & Everyone | 2725K |",BluBlocker,$,48.0,4.6,766.0,2
Maui Jim Men's and Women's Breakwall Polarized Rimless Sunglasses,Maui Jim,$,20.997259999999997,4.5,1179.0,2
"KastKing Kateel Polarized Sport Sunglasses for Men and Women, Ideal for Driving Fishing Cycling and Running,UV Protection",KastKing,$,20.997259999999997,4.4,1324.0,2
"GLINDAR Polarized Shield Sunglasses for Men, Oversized Square Flat Top Sports Glasses",GLINDAR,$,20.997259999999997,4.4,656.0,2
DUCO Polarized Sunglasses for Men Vintage Aluminum Frame Retro Sports Sun Glasses Driving Shades 100% UV Protection 8207,DUCO,$,20.997259999999997,4.3,1590.0,1
Bircenpro Polarized Fit Over Sunglasses: Wrap Around Over Glasses Sunglass for Men Women UV Protection,Bircenpro,$,20.997259999999997,4.3,636.0,1
Ray-Ban RB3267 Metal Aviator Sunglasses,Ray-Ban,$,0.007,4.5,583.0,2
"Armani Exchange Man Sunglasses Matte Black Frame, Mirror Black Lenses, 57MM",A｜X ARMANI EXCHANGE,$,20.997259999999997,4.4,304.0,2
"KIOYTLIK Trendy Polarized Aviator Sunglasses for Men Women Classic Sunglasses, UV400 Protection Mirror Lens, Fashion Vintage",KIOYTLIK,$,23.99,4.4,645.0,2
RIVBOS Polarized Sports Sunglasses Driving shades For Men Women TR90 Unbreakable Frame RBS861,RIVBOS,$,21.98,4.4,2984.0,2
Ray-Ban Rb3548n Hexagonal Flat Lens Sunglasses,Ray-Ban,$,20.997259999999997,4.5,6296.0,2
TIANYESY Y2K Sunglasses for Women Men Fashion Visor Sun Glasses Stylish Square Designer Shades,TIANYESY,$,17.99,4.2,20.0,1
FEISEDY Fashion Square Aviator Sunglasses Women Men Trendy Retro Metal Frame Sun Glasses Candy Color Lens B1036,FEISEDY,$,20.997259999999997,4.2,98.0,1
Cindeer 6 Pairs Men's Polarized Sunglasses Wrap Around Sunglasses Sports Sunglasses UV Protection Sun Glasses for Hiking,Cindeer,$,16.99,4.0,149.0,1
Oakley Men's Oo9101 Batwolf Rectangular Sunglasses,Oakley,$,93.0,4.7,3028.0,2
"Foster Grant, mens, Backstop Wrap Polarized Sunglasses, Black/Black, 150 mm",Foster Grant,$,20.997259999999997,4.1,306.0,1
"URUMQI Sunglasses Fit Over Glasses, Polarized 100% UV Protection Wrap-around Sunglasses for Men & Women Driving",URUMQI,$,25.95,4.4,1990.0,2
Costyle Retro Polarized Clip on Flip up Plastic Sunglasses Driving Fishing Traveling,Costyle,$,9.89,4.2,2432.0,1
ARNETTE An4202 Fastball Rectangular Sunglasses,ARNETTE,$,20.997259999999997,4.5,1096.0,2
A｜X ARMANI EXCHANGE Men's Ax2034s Aviator Sunglasses,A｜X ARMANI EXCHANGE,$,20.997259999999997,4.3,105.0,1
SA106 Mens Retro Vintage Narrow Rectangular Pimp Metal Sunglasses,SA106,$,20.997259999999997,4.4,419.0,2
"Dockers Men's Gavin Sunglasses Polarized Wrap, Black, 57mm",Dockers,$,13.97,4.4,100.0,2
SUNGAIT Polygon Aviator Sunglasses for Men Polarized Trendy Square Sun Glasses Retro Pilot Shades UV Protection,SUNGAIT,$,20.997259999999997,4.5,1003.0,2
Ray-Ban Rb4171 Erika Round Sunglasses,Ray-Ban,$,0.007,4.6,11493.0,2
KANASTAL Round Sunglasses Polarized for Men Women Steampunk Retro Metal Classic Hippie Style Circle UV400 Protection,KANASTAL,$,20.997259999999997,4.3,1363.0,1
